"","locationID","Latitude","Longitude"
"11899","1TA2",34.65,101.5006
"11900","2XS5",30.0106,98.4253
"11901","TYR",32.3542,95.4025
"11902","TA42",32.7131,94.125
"11903","RND",29.5289,98.2781
"11904","2XS6",29.7211,99.5711
"11905","95TA",29.635,99.4822
"11906","2XS7",29.4503,99.6836
"11907","2XS8",29.2294,99.8239
"11908","UVA",29.2114,99.7436
"11909","9F1",31.6211,97.4294
"11910","3XA1",33.4739,97.1692
"11911","XA84",33.4769,97.1194
"11912","1XA6",33.4736,97.1225
"11913","51TX",32.5394,95.6683
"11914","5XS5",32.5428,95.7086
"11915","97XS",33.4328,96.4794
"11916","VHN",31.0578,104.7839
"11917","88TA",31.4558,104.8444
"11918","E52",35.2319,102.3992
"11919","75TS",32.4164,97.0919
"11920","28TX",34.0858,99.455
"11921","29TX",34.0944,99.3656
"11922","53TA",34.1542,99.2642
"11923","F05",34.2256,99.2839
"11924","42TE",28.8878,97.0211
"11925","VCT",28.8525,96.9186
"11926","3XS4",30.1344,93.9361
"11927","3XS5",29.2981,98.6767
"11928","54X",31.5753,97.3011
"11929","XA85",31.6419,97.3144
"11930","XS74",31.6083,97.1628
"11931","70TE",31.5022,97.0808
"11932","PWG",31.485,97.3167
"11933","5TA2",31.4547,97.2503
"11934","31TX",31.5969,97.33
"11935","TA57",31.6239,96.9925
"11936","2TS3",31.6794,97.2406
"11937","CNW",31.6378,97.0742
"11938","ACT",31.6114,97.2306
"11939","TE92",31.5944,97.3708
"11940","73F",31.6239,97.0225
"11941","75TE",31.7475,97.2461
"11942","3XS8",30.1308,95.9003
"11943","4XS0",29.9297,95.9642
"11944","9TS3",30.1483,95.9669
"11945","37X",29.9933,95.9303
"11946","TS03",32.0617,97.7378
"11947","74TE",32.06,97.7947
"11948","8XS9",29.9572,98.7906
"11949","56TX",30.0094,96.7594
"11950","60TA",32.3253,96.9475
"11951","51TE",32.4703,97.7872
"11952","54TA",32.2997,96.8733
"11953","TE72",32.3272,96.8403
"11954","TA60",32.3944,96.7794
"11955","25XS",32.4867,96.8464
"11956","6TE7",34.8375,101.5789
"11957","08TX",32.8581,97.7475
"11958","XA86",32.5669,97.8047
"11959","6TA7",32.8283,97.7794
"11960","F78",32.5728,97.8725
"11961","54TS",32.8111,99.8517
"11962","WEA",32.7464,97.6825
"11963","TA19",32.6744,97.7836
"11964","99XS",32.6833,97.8056
"11965","58TX",32.6511,97.9336
"11966","57XS",30.6969,97.56
"11967","F06",34.8456,100.1958
"11968","T65",26.1776,97.9731
"11969","40TS",31.7725,97.1322
"11970","45TX",31.7525,97.0983
"11971","66XS",33.3964,96.4886
"11972","41TS",33.3783,96.4483
"11973","94R",29.2661,96.0078
"11974","61XS",29.3244,96.0208
"11975","ARM",29.2542,96.1544
"11976","T59",35.4511,100.2
"11977","96TS",32.2247,95.1958
"11978","36TX",33.7208,96.8614
"11979","69XS",33.7533,96.8303
"11980","T29",33.6322,96.9408
"11981","68XS",33.7214,96.8697
"11982","TA80",33.8931,96.9281
"11983","37XS",32.0003,97.4169
"11984","F50",31.9253,97.3647
"11985","78TE",32.0206,97.3311
"11986","TS47",32.9683,98.0114
"11987","29TA",33.8731,98.6458
"11988","CWC",33.8606,98.4903
"11989","SPS",33.9889,98.4919
"11990","7TX0",33.8281,98.5728
"11991","F14",33.9478,98.6167
"11992","4XS5",31.1219,93.8031
"11993","1TE6",35.1181,102.1853
"11994","97TS",30.4803,95.54
"11995","4XS6",30.3919,98.6614
"11996","76F",32.6814,95.9842
"11997","4XS9",30.0961,98.1628
"11998","70XS",29.9933,98.0433
"11999","3TS1",30.0114,98.0406
"12000","4XS8",29.9669,98.1169
"12001","TE08",32.1494,100.1597
"12002","INK",31.7797,103.2017
"12003","TE73",29.8586,94.3542
"12004","5XS3",29.7697,94.2614
"12005","T90",29.8042,94.4311
"12006","F51",32.9389,95.2789
"12007","TA61",32.4736,95.1658
"12008","98TS",32.4183,95.0003
"12009","5TA6",31.9344,99.8944
"12010","77F",31.9472,99.9858
"12011","41TX",33.3747,96.0822
"12012","42TX",33.3167,96.0669
"12013","80XS",33.6433,97.0022
"12014","09R",30.7753,94.4586
"12015","XS48",32.9539,95.5775
"12016","9XS0",29.0981,96.9553
"12017","5TA3",29.3586,97.1447
"12018","T85",29.3131,97.1383
"12019","APY",26.9688,99.2489
"12020","UT24",37.4933,112.6456
"12021","UT00",37.4722,112.6222
"12022","U52",38.2306,112.6756
"12023","UT82",37.71,113.6458
"12024","BDG",37.5833,109.4833
"12025","66V",37.25,109.6339
"12026","BTF",40.8694,111.9272
"12027","BMC",41.5525,112.0622
"12028","2UT3",41.4922,112.5911
"12029","BCE",37.7064,112.1458
"12030","UT08",40.4319,111.9308
"12031","CDC",37.7008,113.0989
"12032","UT80",37.6347,113.1594
"12033","UT10",40.3572,112.0178
"12034","UT41",40.3394,111.9989
"12035","UT99",40.2425,112.0931
"12036","UT42",39.1467,109.145
"12037","DTA",39.3806,112.5078
"12038","UT49",39.4594,112.655
"12039","U69",40.1919,110.3811
"12040","2UT2",37.5208,112.6417
"12041","DPG",40.1975,112.935
"12042","33U",40.9178,109.3906
"12043","17U",40.2636,112.0211
"12044","1L7",37.7453,111.5703
"12045","FOM",38.9581,112.3631
"12046","UT83",40.2578,110.8586
"12047","UT74",37.6483,110.1669
"12048","UT70",38.965,114.0372
"12049","U07",37.5458,110.7133
"12050","U34",38.9614,110.2272
"12051","UT09",39.4833,110.1508
"12052","U96",37.4422,110.5694
"12053","HVE",38.4181,110.7042
"12054","UT03",37.8917,110.3839
"12055","UT97",38.1572,110.2922
"12056","UT26",37.5844,112.3925
"12057","36U",40.4817,111.4289
"12058","69V",39.3611,110.9169
"12059","1L8",37.1389,113.3064
"12060","UT47",37.1019,113.3139
"12061","UT65",39.9981,113.9772
"12062","UT79",40.4156,109.3436
"12063","99UT",40.3506,109.4014
"12064","U13",38.25,112.2256
"12065","UT30",37.3425,112.2236
"12066","KNB",37.0111,112.5311
"12067","UT43",37.6361,113.2467
"12068","01UT",38.3083,109.3964
"12069","UT54",37.2533,113.3342
"12070","38U",38.3625,111.5961
"12071","LGU",41.7911,111.8517
"12072","02UT",41.3664,113.8431
"12073","UT28",37.975,113.4633
"12074","40U",40.9861,109.6786
"12075","41U",39.3292,111.6147
"12076","03UT",37.1208,109.9858
"12077","MLF",38.4267,113.0125
"12078","CNY",38.755,109.7547
"12079","UT75",38.5333,109.9833
"12080","UT53",38.4878,109.4486
"12081","UT68",38.4728,109.66
"12082","U43",37.9372,109.3464
"12083","UT59",38.1758,109.7439
"12084","UT25",37.0167,110.2006
"12085","42U",41.1489,111.7667
"12086","43U",39.5247,111.4753
"12087","04UT",37.0083,110.795
"12088","U14",39.7367,111.87
"12089","HIF",41.1239,111.9731
"12090","OGD",41.1956,112.0131
"12091","05UT",37.0333,110.3172
"12092","U55",37.8453,112.3919
"12093","UT17",37.9322,112.3319
"12094","UT15",37.9286,112.7689
"12095","1L9",37.8597,112.8161
"12096","PUC",39.6139,110.7514
"12097","PVU",40.2192,111.7233
"12098","UT69",40.1814,109.6722
"12099","RIF",38.7364,112.0989
"12100","74V",40.2783,110.0514
"12101","44U",39.0292,111.8383
"12102","SLC",40.7883,111.9778
"12103","U42",40.6194,111.9928
"12104","UT13",40.5639,112.0139
"12105","U77",40.1417,111.6614
"12106","SGU",37.0906,113.5931
"12107","TVY",40.6125,112.3508
"12108","UT29",41.7339,112.1942
"12109","UT67",40.4411,109.8469
"12110","UT07",40.425,109.5922
"12111","VEL",40.4408,109.51
"12112","ENV",40.7186,114.0308
"12113","32VA",36.6778,81.9286
"12114","VJI",36.6872,82.0333
"12115","00VA",36.5761,78.9992
"12116","VA64",37.4161,77.9539
"12117","2VA3",37.315,77.8661
"12118","VG06",37.725,79.0831
"12119","93VA",37.5364,79.0233
"12120","94VA",37.2631,78.8494
"12121","10VA",37.3864,78.8131
"12122","98VA",38.9422,77.5422
"12123","VG23",38.9278,77.5628
"12124","4VA5",37.6597,78.9222
"12125","4VG2",37.8581,77.5472
"12126","VG24",37.7819,77.4939
"12127","4VA6",37.8806,75.5061
"12128","25VA",37.8178,77.1031
"12129","VG18",38.8158,78.7703
"12130","20VG",37.2886,79.4469
"12131","0VA1",37.2336,79.5853
"12132","91VA",37.3278,79.4047
"12133","VG25",37.3483,79.5719
"12134","61VA",39.2353,78.0119
"12135","01VA",39.125,77.925
"12136","VA10",37.28,80.3014
"12137","BCB",37.2078,80.4078
"12138","BKT",37.0744,77.9572
"12139","VG56",37.8083,75.6028
"12140","20VA",38.0822,77.4883
"12141","23VG",36.7097,78.4281
"12142","VG28",36.5492,77.1914
"12143","VBW",38.3667,78.9603
"12144","8VA1",38.4542,78.1864
"12145","0V4",37.1417,79.0164
"12146","23VA",37.5572,78.62
"12147","57VA",37.4511,78.6786
"12148","8VA4",37.6731,78.7033
"12149","7W4",37.9656,77.7458
"12150","3VG3",37.9361,76.3486
"12151","70VA",37.0756,79.8272
"12152","46VA",37.8189,78.0472
"12153","8VA2",38.0089,76.5631
"12154","58VA",38.595,77.6461
"12155","VG33",37.1547,75.9569
"12156","VG39",37.2208,76.0075
"12157","VG30",37.2272,75.9769
"12158","VG09",37.2278,75.9833
"12159","VA14",36.7408,77.2628
"12160","VA15",37.6564,78.045
"12161","VA66",38.6075,77.5694
"12162","VA16",38.8792,77.4844
"12163","VA18",37.9683,78.6822
"12164","CHO",38.1386,78.4528
"12165","VA19",37.9539,78.3692
"12166","CXE",36.7883,78.5017
"12167","1VA8",36.8619,78.4111
"12168","VA25",36.7644,78.3606
"12169","24VA",37.2883,75.9997
"12170","21VA",37.3033,75.935
"12171","VA59",36.6358,76.1517
"12172","VA11",36.8078,81.7011
"12173","W63",36.5958,78.56
"12174","VG34",36.5847,78.5008
"12175","12VA",37.7881,79.7678
"12176","07VA",36.8194,78.7831
"12177","VA23",38.1189,76.6136
"12178","VA93",38.905,78.6547
"12179","VA24",37.4144,78.9642
"12180","W81",37.1811,78.0983
"12181","VA27",36.56,80.1378
"12182","VA26",36.65,80.1164
"12183","87VA",38.0811,78.6956
"12184","VA28",37.1214,78.6436
"12185","88VA",38.3742,77.9919
"12186","VA30",38.5267,77.9564
"12187","CJR",38.5256,77.8597
"12188","02VA",38.4356,77.8572
"12189","NDY",38.3328,77.0369
"12190","95VA",36.6233,79.3558
"12191","DAN",36.5728,79.3361
"12192","PSK",37.1372,80.6786
"12193","44VA",37.7311,79.8111
"12194","VG00",37.3697,75.9469
"12195","89VA",38.5222,78.5242
"12196","VA32",38.8042,78.5719
"12197","2VA1",37.8958,76.3553
"12198","EMV",36.6869,77.4828
"12199","VA34",37.2836,78.4497
"12200","FVX",37.3575,78.4378
"12201","05VA",37.2242,78.4186
"12202","NFE",36.6919,76.1344
"12203","VA04",37.4919,79.9286
"12204","VA83",37.5222,79.8519
"12205","VA06",36.9942,80.4544
"12206","W90",37.2719,79.3358
"12207","VA36",37.7447,78.2703
"12208","APH",38.0689,77.3183
"12209","DAA",38.715,77.1811
"12210","FAF",37.1325,76.6089
"12211","FKN",36.6981,76.9039
"12212","5VA5",38.4033,77.3158
"12213","VA42",38.3583,77.4522
"12214","EZF",38.2661,77.4494
"12215","FRR",38.9175,78.2536
"12216","HLX",36.7661,80.8236
"12217","VA63",37.6794,79.4203
"12218","92VA",37.3447,76.5644
"12219","0VA9",37.4472,76.4539
"12220","VA44",37.7169,77.8839
"12221","GVE",38.1561,78.1658
"12222","48VA",39.2906,78.3508
"12223","VA46",39.2961,78.3622
"12224","06VA",38.2489,78.8553
"12225","GDY",37.2325,82.125
"12226","33VA",36.7844,79.0497
"12227","LFI",37.0828,76.3606
"12228","VA50",37.7153,77.3025
"12229","2VG3",38.5486,78.8711
"12230","VA52",38.485,78.9453
"12231","14VA",39.2289,77.7467
"12232","00VI",36.6633,80.4994
"12233","2VA8",36.6839,76.83
"12234","62VA",36.67,76.7286
"12235","VG42",37.2522,77.1528
"12236","HSP",37.9514,79.8339
"12237","0VA2",37.7964,79.7667
"12238","VA56",37.0036,76.8275
"12239","0VG",36.6542,83.2178
"12240","W31",36.9603,78.185
"12241","VG01",37.0625,78.5617
"12242","VA31",37.7625,76.3464
"12243","5VA9",37.6925,76.3183
"12244","VA08",37.7169,76.3589
"12245","VA57",38.2483,77.2192
"12246","LVL",36.7728,77.7942
"12247","3VA5",39.0289,77.625
"12248","JYO",39.0781,77.5575
"12249","LKU",38.0097,77.97
"12250","VA61",39.2639,77.6572
"12251","VA62",39.2592,77.6572
"12252","VA96",37.8256,78.7317
"12253","8VA6",37.7383,78.9622
"12254","1VA3",37.6583,78.9456
"12255","VG52",37.8392,78.8217
"12256","W45",38.6669,78.5006
"12257","W24",37.3781,79.1222
"12258","VA65",37.3947,79.3247
"12259","LYH",37.3253,79.2006
"12260","3VG2",37.3883,75.8925
"12261","VG43",38.3064,78.0989
"12262","VA71",38.6483,77.5328
"12263","HEF",38.7214,77.5156
"12264","VG57",38.6056,77.5847
"12265","51VA",38.7161,77.6339
"12266","0VA8",37.2858,77.7911
"12267","0VI1",37.6889,77.1014
"12268","0VA3",37.6989,77.0953
"12269","MKJ",36.895,81.35
"12270","MTV",36.6308,80.0183
"12271","VA72",36.6,80.0386
"12272","4VA1",36.6867,79.6661
"12273","VA12",36.6467,79.7969
"12274","6VA2",36.7417,79.8478
"12275","9VA1",37.4056,76.3883
"12276","VA73",37.2447,77.4942
"12277","VA58",38.9061,78.4444
"12278","MFV",37.6469,75.7611
"12279","VA79",38.9528,77.7469
"12280","53VA",38.6339,77.7575
"12281","VA81",37.9456,77.8994
"12282","VA68",37.1189,79.6028
"12283","2VA0",37.1128,79.6092
"12284","W91",37.1078,79.5925
"12285","1VG2",38.1278,76.6892
"12286","VA85",37.4833,80.0997
"12287","VG19",37.9906,75.5919
"12288","9VA4",38.6908,78.6294
"12289","8W2",38.6556,78.7081
"12290","PHF",37.1319,76.4931
"12291","CPK",36.6656,76.3206
"12292","PVG",36.7803,76.4489
"12293","ORF",36.8947,76.2011
"12294","NGU",36.9375,76.2892
"12295","11VG",38.2094,77.0006
"12296","VA91",37.7047,75.7267
"12297","VA92",37.7239,75.7861
"12298","VG20",37.675,75.71
"12299","90VA",38.2181,78.2119
"12300","OMH",38.2472,78.0456
"12301","2VG7",38.1639,77.85
"12302","77VA",37.8883,78.2858
"12303","9VA3",37.7628,75.5719
"12304","VG16",36.625,80.1706
"12305","PTB",37.1839,77.5075
"12306","VA94",37.5358,77.8914
"12307","VA95",37.5972,77.8003
"12308","NYG",38.5036,77.305
"12309","W96",37.5033,77.1256
"12310","7VA5",37.1892,78.8297
"12311","VA98",37.8281,76.2733
"12312","6VA0",37.8186,76.3178
"12313","29VA",38.5292,77.7389
"12314","VG07",38.5389,77.8283
"12315","VG12",38.3333,77.8664
"12316","JFZ",37.0639,81.7983
"12317","FCI",37.4064,77.5247
"12318","4VA8",37.6139,77.2958
"12319","4VA3",37.43,77.3944
"12320","80VA",37.7914,77.8247
"12321","RIC",37.5053,77.3197
"12322","0VA5",37.6944,77.6617
"12323","OFP",37.7089,77.4367
"12324","VA02",36.5856,79.8939
"12325","4VA9",38.5689,77.9206
"12326","ROA",37.3256,79.9756
"12327","VG58",36.9453,79.7967
"12328","81VA",37.1181,79.7886
"12329","VG53",37.0436,79.8014
"12330","VG40",36.8836,79.8522
"12331","0VA4",36.95,79.8794
"12332","VA13",37.2656,79.0428
"12333","1VA0",37.6294,77.7475
"12334","6VA4",37.2847,80.0697
"12335","2VA6",37.6239,76.6011
"12336","W75",37.6025,76.4467
"12337","99VA",37.8,78.4667
"12338","1VA5",37.2706,76.3928
"12339","31VA",37.0239,76.5886
"12340","3VG7",38.4844,77.6128
"12341","1VA7",36.6661,78.7225
"12342","3VG9",36.7019,79.1339
"12343","W78",36.7094,78.8483
"12344","AVC",36.6883,78.0544
"12345","19VA",36.8897,82.2978
"12346","1VA9",38.4328,77.4706
"12347","RMN",38.3981,77.4556
"12348","SHD",38.2639,78.8964
"12349","VA00",37.9281,79.1781
"12350","VA17",39.0358,78.3922
"12351","1VA1",36.7361,80.4456
"12352","SFQ",36.6822,76.6019
"12353","VA33",37.0444,76.7683
"12354","2VA2",37.1461,76.79
"12355","VG05",37.8797,78.0575
"12356","TGI",37.825,75.9978
"12357","XSA",37.8597,76.8942
"12358","VA07",37.0956,81.3692
"12359","2VG2",38.9717,77.8697
"12360","2VA5",37.6306,76.565
"12361","82VA",38.1731,78.9692
"12362","3VG4",36.5583,76.1164
"12363","NTU",36.8228,76.0319
"12364","42VA",36.6783,76.0331
"12365","AKQ",36.9872,77.0011
"12366","WAL",37.9403,75.4664
"12367","9VA0",38.0525,79.7289
"12368","97VA",38.2106,79.7133
"12369","2VA9",38.7578,77.7872
"12370","3VA2",38.6242,77.7861
"12371","3VA0",38.7758,77.9106
"12372","3VA3",38.5503,77.7158
"12373","15VA",38.7222,77.8997
"12374","3VA1",38.7742,77.7997
"12375","7VG0",38.6556,77.7872
"12376","HWY",38.5864,77.7106
"12377","VG29",37.9708,76.7097
"12378","2VG8",37.8722,76.7311
"12379","3VA4",37.8575,76.7358
"12380","W13",38.0769,78.9442
"12381","9VG",37.4583,75.8789
"12382","VG64",37.5614,76.8525
"12383","FYJ",37.5214,76.7628
"12384","VG37",36.5894,76.6381
"12385","3VA7",39.0625,78.0914
"12386","W94",37.3128,76.6383
"12387","JGG",37.2392,76.7161
"12388","9VG9",39.3722,78.3044
"12389","OKV",39.1436,78.1444
"12390","3VA8",36.8564,76.6822
"12391","VG22",37.8794,78.8936
"12392","LNP",36.9875,82.53
"12393","VA41",37.9344,75.61
"12394","4VA4",38.9347,78.54
"12395","67VA",38.8375,78.5194
"12396","VG55",38.8819,78.5578
"12397","6VA9",36.8425,80.2383
"12398","STT",18.3373,64.9733
"12399","STX",17.7016,64.8017
"12400","VT11",44.0686,73.3733
"12401","VT09",44.1136,73.2903
"12402","VT38",45.0092,73.2467
"12403","VT46",44.8719,73.2864
"12404","MPV",44.2036,72.5622
"12405","DDH",42.8911,73.2461
"12406","VT10",43.9814,73.3856
"12407","VT73",43.945,73.3169
"12408","BTV",44.4719,73.1533
"12409","VT62",44.3903,72.3506
"12410","04VT",44.4011,72.2636
"12411","VT12",44.2911,73.2831
"12412","VT13",43.3,72.7175
"12413","VT15",44.7039,73.2458
"12414","FSO",44.9403,73.0975
"12415","VT01",44.2825,72.9372
"12416","5B1",44.7914,71.8217
"12417","88VT",44.8783,73.3503
"12418","VT45",44.5172,72.9792
"12419","VT03",44.0886,72.9808
"12420","23VT",43.2214,72.7128
"12421","VT17",43.3689,72.6742
"12422","CDA",44.5692,72.0181
"12423","6B0",43.9847,73.0958
"12424","VT52",44.6433,73.1875
"12425","VT64",44.5153,72.6411
"12426","MVL",44.5347,72.6139
"12427","VT44",44.5267,72.5814
"12428","VT42",44.5125,72.6069
"12429","EFK",44.8889,72.2292
"12430","VT63",44.9953,72.3789
"12431","VT53",44.1175,73.3786
"12432","VT20",43.3667,73.1481
"12433","2B9",43.8842,72.2536
"12434","VT06",43.0044,72.4736
"12435","VT55",43.9011,72.5828
"12436","RUT",43.53,72.9497
"12437","VT23",44.3708,73.2503
"12438","42VT",44.3669,73.1503
"12439","VT8",44.3606,73.2417
"12440","VT22",44.4014,73.2669
"12441","37VT",43.8686,73.3181
"12442","VT25",44.4167,73.1661
"12443","VT26",44.6344,73.3067
"12444","VSF",43.3436,72.5172
"12445","VT43",43.0192,72.6528
"12446","B06",44.1958,73.3494
"12447","VT47",42.7786,72.5278
"12448","VT30",44.1625,72.8339
"12449","VT29",44.2264,72.7953
"12450","0B7",44.1167,72.8269
"12451","VT31",44.1111,72.4439
"12452","VT33",44.1056,73.3778
"12453","VT56",44.6131,71.9808
"12454","4V8",42.9272,72.8656
"12455","VT60",43.33,73.2425
"12456","VT14",44.045,73.1894
"12457","VT39",44.6075,72.4803
"12458","94WA",47.0847,123.7739
"12459","WA12",48.7094,122.1778
"12460","WA57",48.3139,117.8403
"12461","WA00",45.9,119.9056
"12462","WA80",45.8942,122.5481
"12463","WA79",45.9331,122.4178
"12464","74S",48.4989,122.6625
"12465","WN18",48.4567,122.5394
"12466","D69",46.0744,116.9661
"12467","AWO",48.1608,122.1589
"12468","89WA",48.2706,122.0194
"12469","00WN",46.25,117.2489
"12470","WA84",47.2806,122.1494
"12471","S50",47.3278,122.2267
"12472","4W0",47.3953,121.5364
"12473","6WA3",46.6169,119.2744
"12474","59AS",45.8506,122.5444
"12475","W58",45.7644,122.515
"12476","W52",45.8267,122.5769
"12477","WA87",45.8158,122.5528
"12478","BLI",48.7928,122.5375
"12479","WA58",48.6525,122.5842
"12480","WA93",48.6525,122.5847
"12481","WA90",48.7331,122.3514
"12482","WN30",46.92,118.0922
"12483","WA20",46.8481,118.1769
"12484","52WA",46.9322,117.9761
"12485","95WA",47.3156,122.0097
"12486","51WA",47.2681,122.0678
"12487","38WA",48.5789,122.8264
"12488","PWT",47.4903,122.7647
"12489","WA96",47.6075,122.7744
"12490","S97",48.105,119.7206
"12491","WA16",46.7997,123.5411
"12492","5WA9",45.7239,122.5444
"12493","9WA7",47.2156,122.1331
"12494","WN42",47.1839,122.12
"12495","WA97",46.4431,120.3408
"12496","WN51",48.5208,122.4653
"12497","BVS",48.4708,122.4208
"12498","1W1",45.6278,122.4044
"12499","8S2",47.5147,120.4847
"12500","WN24",46.2925,122.9503
"12501","WA99",46.3292,122.8861
"12502","WT44",46.1772,123.385
"12503","78WA",48.49,122.8322
"12504","5WA7",45.7164,120.9844
"12505","WA95",46.7186,122.9111
"12506","WN89",47.8878,117.3439
"12507","CLS",46.6769,122.9828
"12508","0WA1",46.6169,122.8261
"12509","FA99",46.5878,122.8658
"12510","50WA",46.6197,122.965
"12511","S10",47.8661,119.9428
"12512","WT03",47.9003,119.8958
"12513","WA49",47.5028,117.6478
"12514","1S9",48.3142,117.7433
"12515","C72",47.9833,117.5428
"12516","S93",47.1942,120.8833
"12517","2W1",47.1775,120.8528
"12518","63WA",47.8333,117.2736
"12519","00W",46.6736,117.4428
"12520","S94",46.8586,117.4142
"12521","S95",46.0469,118.4172
"12522","63S",48.5439,117.8839
"12523","WA73",48.525,117.8533
"12524","WA72",48.6447,117.9383
"12525","3W5",48.5297,121.7583
"12526","WA14",46.6622,118.8333
"12527","27WA",48.325,122.3158
"12528","S16",47.1247,124.1847
"12529","WN10",45.9933,122.3794
"12530","WA15",47.6167,119.2428
"12531","WN40",48.1903,122.6431
"12532","NRA",48.1833,122.6333
"12533","0WA2",46.5903,123.1044
"12534","1S2",48.2586,121.6103
"12535","73WA",47.8511,118.3303
"12536","68S",47.6536,118.1689
"12537","WN07",48.4997,122.8139
"12538","WA18",48.51,122.8031
"12539","WA52",47.9569,117.6036
"12540","DEW",47.9669,117.4286
"12541","WN14",47.8417,117.4469
"12542","4WA8",48.8347,122.2644
"12543","WA45",47.9953,122.8997
"12544","90WA",48.7117,123.0183
"12545","ESW",47.2542,121.1856
"12546","WA35",48.6222,122.9472
"12547","ORS",48.7081,122.9106
"12548","2W3",46.8717,122.2572
"12549","3W7",47.9219,119.0831
"12550","WA21",48.0019,117.2633
"12551","96VE",46.9067,120.4336
"12552","74WT",47.1111,120.7108
"12553","ELN",47.0331,120.5306
"12554","WA47",47.1536,120.6369
"12555","WT01",46.9492,120.4811
"12556","WN64",46.9742,120.4619
"12557","84WA",46.9728,123.3844
"12558","4W8",46.9906,123.4297
"12559","WN65",46.9725,123.4769
"12560","WN76",47.2436,121.9244
"12561","WN87",47.2086,122.0925
"12562","WA77",47.1956,122.0219
"12563","EPH",47.3081,119.5169
"12564","WN34",46.5308,122.6839
"12565","76WA",48.005,122.1336
"12566","96WA",47.8981,122.1556
"12567","PAE",47.9069,122.2817
"12568","7WA3",48.8861,122.3286
"12569","1WA6",47.5594,121.8636
"12570","WA88",48.8928,122.5569
"12571","WN35",48.9086,122.5647
"12572","7WA4",47.8575,117.7797
"12573","S18",47.9378,124.3958
"12574","GRF",47.0792,122.5808
"12575","61WA",48.4719,123.0181
"12576","FHR",48.5219,123.0244
"12577","1WA9",48.535,123.045
"12578","2WA3",48.6844,123.2097
"12579","03WN",45.875,120.67
"12580","S20",45.8319,120.8453
"12581","2WN9",45.845,120.7008
"12582","9WA4",45.8028,120.9556
"12583","2WA6",47.9983,119.0886
"12584","WA25",48.0958,122.0156
"12585","43IG",46.8017,124.0731
"12586","21W",47.0128,121.5336
"12587","80WA",48.0358,122.7736
"12588","WA22",47.9386,122.6081
"12589","WA26",46.4081,120.6344
"12590","3WA2",47.4917,118.2511
"12591","2WA8",47.3817,118.2967
"12592","73WT",46.7233,118.0994
"12593","HQM",46.9711,123.9367
"12594","2WA9",46.2892,118.1011
"12595","7W1",46.315,124.0039
"12596","S23",48.7081,117.4131
"12597","3WA3",46.6486,118.5831
"12598","4WA6",46.6183,118.5947
"12599","W09",46.5506,118.5364
"12600","3WA4",46.7167,118.6178
"12601","86WA",47.0039,122.2356
"12602","KLS",46.1181,122.8983
"12603","WN08",48.9147,122.1131
"12604","0WN2",46.1278,119.015
"12605","S98",46.2186,119.21
"12606","WA39",46.1278,119.0178
"12607","S36",47.3372,122.1036
"12608","05WN",48.7022,118.0475
"12609","WA61",47.7983,122.5297
"12610","WA37",46.9103,120.4369
"12611","WA46",45.8303,122.6375
"12612","WA29",45.8956,122.5942
"12613","3WA9",46.9628,122.8003
"12614","WA30",46.7911,117.9214
"12615","WN53",48.1103,122.0622
"12616","W10",48.0175,122.4378
"12617","69S",48.9983,118.2225
"12618","27W",47.8194,120.72
"12619","0S0",46.9769,118.5872
"12620","4WA2",46.9272,122.9683
"12621","00WA",47.1783,122.7717
"12622","S31",48.4839,122.9378
"12623","4WA4",48.5414,122.8875
"12624","38W",48.9558,122.4581
"12625","8W3",47.8094,119.6369
"12626","91WA",46.7081,119.8011
"12627","M94",46.6872,119.9197
"12628","74WA",46.7325,119.7022
"12629","W12",48.6494,120.5019
"12630","WN47",47.0817,123.2703
"12631","70S",47.7872,117.3581
"12632","8AN6",47.6592,117.6817
"12633","97WA",46.5856,119.1539
"12634","5WA1",46.5217,119.1794
"12635","WN31",46.6033,119.0628
"12636","09S",48.8408,117.2839
"12637","5WA2",47.8664,121.9011
"12638","W16",47.8714,121.9953
"12639","WN20",47.8722,121.9228
"12640","WA41",46.5989,122.4836
"12641","39P",46.5503,122.2667
"12642","MWH",47.2086,119.3192
"12643","W20",47.1419,119.2378
"12644","WA07",48.3747,122.3389
"12645","WA01",46.3561,123.8147
"12646","WN54",47.735,117.0714
"12647","16WA",47.8447,117.6936
"12648","1WN0",48.9333,117.7497
"12649","OKH",48.2517,122.6736
"12650","NUW",48.3519,122.6558
"12651","75DC",47.1417,117.2358
"12652","WN48",46.7903,123.3106
"12653","WN88",46.5192,124.0325
"12654","5WA8",47.0428,124.1458
"12655","W04",47.0036,124.1439
"12656","43D",47.3475,118.6772
"12657","S35",48.3619,119.5675
"12658","6WA2",47.1114,122.8211
"12659","44T",46.9925,122.8278
"12660","WN36",46.9689,122.8208
"12661","14WA",46.9708,122.7367
"12662","OLM",46.9694,122.9025
"12663","OMK",48.4644,119.5181
"12664","0WN9",48.4306,119.4861
"12665","WN74",46.5853,122.6261
"12666","WN59",46.5375,122.7178
"12667","5WA5",47.7631,120.1519
"12668","75WT",48.9842,119.2983
"12669","0S7",48.9589,119.4119
"12670","57WA",46.8736,119.1303
"12671","6WA4",46.8631,119.1386
"12672","S70",46.795,119.0792
"12673","55S",46.6042,121.6778
"12674","WT88",46.8411,117.0564
"12675","WN26",46.885,117.0769
"12676","6WA6",46.2783,118.9561
"12677","53WA",46.2922,118.9831
